vars,a,b,c,d,h,K,m,sigmaX,NPV_a,NPV_b,PreyDeficit,PredatorDeficit
"[0.02396295705086887, 0.7891112057946053, 0.4452403778584435, 0.7503713158050915, 0.5362424498935254, 0.8288162090155236, 0.7043164093255868, 0.6213783541024439, 0.3860805885101077, 0.632970551308268, 0.8943341058707823, 0.1496315404987918, 0.5781465172305751, 0.2809051950636847, 0.9415873118016151, 0.40908618784393924, 0.0, 0.4062322467153634, 0.6146414996319963, 0.6375860946158407]",0.038033552978502534,0.2689814558998567,0.4239143595136471,0.1134831867308146,0.733047021170264,3943.763156540725,0.10834980949742168,0.002657893684136243,1974.6808826025467,7.253343054961127e-07,0.9736678031449133,0.8803739983157207
"[0.02396295705086887, 0.7891112057946053, 0.4452403778584435, 0.7503713158050915, 0.5362424498935254, 0.8288162090155236, 0.7043164093255868, 0.6213783541024439, 0.3860805885101077, 0.632970551308268, 0.8943341058707823, 0.1496315404987918, 0.5781465172305751, 0.2809051950636847, 0.9415873118016151, 0.40908618784393924, 0.0, 0.4062322467153634, 0.6146414996319963, 0.6375860946158407]",0.03645933734987369,0.6616501763284349,0.4297772084996085,0.12351533700737648,0.5637737885552581,2936.2188206475075,1.4077603356305302,0.008191207870267947,3524.192757465145,1.1110607940444505e-06,0.04559211691936129,0.7157177760375947
"[0.02396295705086887, 0.7891112057946053, 0.4452403778584435, 0.7503713158050915, 0.5362424498935254, 0.8288162090155236, 0.7043164093255868, 0.6213783541024439, 0.3860805885101077, 0.632970551308268, 0.8943341058707823, 0.1496315404987918, 0.5781465172305751, 0.2809051950636847, 0.9415873118016151, 0.40908618784393924, 0.0, 0.4062322467153634, 0.6146414996319963, 0.6375860946158407]",0.002596368614634575,0.2660727668580912,0.976095574641168,0.1923588886645956,0.5906711116191825,3102.33880413375,1.413483390647997,0.007881717454360662,2358.9502866414346,9.898181695586032e-07,0.05418626192982356,0.9046361374326034
"[0.02396295705086887, 0.7891112057946053, 0.4452403778584435, 0.7503713158050915, 0.5362424498935254, 0.8288162090155236, 0.7043164093255868, 0.6213783541024439, 0.3860805885101077, 0.632970551308268, 0.8943341058707823, 0.1496315404987918, 0.5781465172305751, 0.2809051950636847, 0.9415873118016151, 0.40908618784393924, 0.0, 0.4062322467153634, 0.6146414996319963, 0.6375860946158407]",0.02351050670244751,0.3542279524366561,0.8366201382859388,0.05504979215751557,0.10617532068509802,2073.4639454734115,1.142563804080767,0.0064209632879843725,4082.446025081618,1.268944064851143e-06,0.48829231587346983,0.23219517698903977
"[0.02396295705086887, 0.7891112057946053, 0.4452403778584435, 0.7503713158050915, 0.5362424498935254, 0.8288162090155236, 0.7043164093255868, 0.6213783541024439, 0.3860805885101077, 0.632970551308268, 0.8943341058707823, 0.1496315404987918, 0.5781465172305751, 0.2809051950636847, 0.9415873118016151, 0.40908618784393924, 0.0, 0.4062322467153634, 0.6146414996319963, 0.6375860946158407]",0.0051251533286602044,0.5475925868223288,0.7315725644778142,0.16713994663157725,0.6736244127870861,2765.0682591894347,1.3833882977690508,0.006322857023871618,2306.7751110526633,1.0215118979675161e-06,0.03060583650230327,0.8798603515958046
"[0.02396295705086887, 0.7891112057946053, 0.4452403778584435, 0.7503713158050915, 0.5362424498935254, 0.8288162090155236, 0.7043164093255868, 0.6213783541024439, 0.3860805885101077, 0.632970551308268, 0.8943341058707823, 0.1496315404987918, 0.5781465172305751, 0.2809051950636847, 0.9415873118016151, 0.40908618784393924, 0.0, 0.4062322467153634, 0.6146414996319963, 0.6375860946158407]",0.024605039756906658,0.3077978171606637,0.7068109166144505,0.12050803749807415,0.359598752537262,1868.7322669205814,1.4976204934429185,0.0037270617709485704,1428.926033143552,1.1275465973306124e-06,0.05951575226861203,0.7841868369930205
"[0.02396295705086887, 0.7891112057946053, 0.4452403778584435, 0.7503713158050915, 0.5362424498935254, 0.8288162090155236, 0.7043164093255868, 0.6213783541024439, 0.3860805885101077, 0.632970551308268, 0.8943341058707823, 0.1496315404987918, 0.5781465172305751, 0.2809051950636847, 0.9415873118016151, 0.40908618784393924, 0.0, 0.4062322467153634, 0.6146414996319963, 0.6375860946158407]",0.02044142226513233,0.13923701892309873,0.7504107558165221,0.09525162457077488,0.8676583170978458,1966.0568258968592,0.7852020707679365,0.005698121803087264,1237.0885262645268,9.11876723243661e-07,0.5795548973234673,0.0
"[0.02396295705086887, 0.7891112057946053, 0.4452403778584435, 0.7503713158050915, 0.5362424498935254, 0.8288162090155236, 0.7043164093255868, 0.6213783541024439, 0.3860805885101077, 0.632970551308268, 0.8943341058707823, 0.1496315404987918, 0.5781465172305751, 0.2809051950636847, 0.9415873118016151, 0.40908618784393924, 0.0, 0.4062322467153634, 0.6146414996319963, 0.6375860946158407]",0.027675312230511548,0.8272714709328073,0.3257510013789581,0.05927205804319687,0.3617903324069575,2205.1523167446144,0.6086121041685645,0.0038552094391671077,2098.7048113706624,2.3642833862270915e-07,0.5995486959167567,0.0
"[0.02396295705086887, 0.7891112057946053, 0.4452403778584435, 0.7503713158050915, 0.5362424498935254, 0.8288162090155236, 0.7043164093255868, 0.6213783541024439, 0.3860805885101077, 0.632970551308268, 0.8943341058707823, 0.1496315404987918, 0.5781465172305751, 0.2809051950636847, 0.9415873118016151, 0.40908618784393924, 0.0, 0.4062322467153634, 0.6146414996319963, 0.6375860946158407]",0.005102072048144191,0.9500916143014552,0.7475238813029879,0.1023886602528486,0.6123652899911843,3879.851900302973,1.4004485800127484,0.00834252828615957,5432.314674186836,1.2117674349160016e-06,0.027098342880108133,0.7956101028215037
"[0.02396295705086887, 0.7891112057946053, 0.4452403778584435, 0.7503713158050915, 0.5362424498935254, 0.8288162090155236, 0.7043164093255868, 0.6213783541024439, 0.3860805885101077, 0.632970551308268, 0.8943341058707823, 0.1496315404987918, 0.5781465172305751, 0.2809051950636847, 0.9415873118016151, 0.40908618784393924, 0.0, 0.4062322467153634, 0.6146414996319963, 0.6375860946158407]",0.008824750738258755,0.5553863641715895,0.3993844502597049,0.17340979810461093,0.2833922745947322,3293.7743693291154,0.5842277880781678,0.003425054024564358,6882.78206245875,6.409107664859495e-07,0.47668528442723784,0.0
